incident_number,station_code,assignment_role,dispatched_at,cleared_at
INC-20240605-073515,STA-091,Ladder Truck,2024-06-05T16:13:55+00:00,2024-06-05T21:19:55+00:00
INC-20250220-073516,STA-065,Primary Engine,2025-02-20T05:07:24+00:00,2025-02-20T12:34:24+00:00
INC-20250220-073516,STA-037,Rescue Squad,2025-02-20T05:07:24+00:00,2025-02-20T12:11:24+00:00
INC-20250607-073517,STA-009,Water Tender,2025-06-07T19:45:24+00:00,2025-06-08T03:01:24+00:00
INC-20250607-073517,STA-033,Rescue Squad,2025-06-07T19:47:24+00:00,2025-06-08T02:49:24+00:00
INC-20250607-073517,STA-070,Ladder Truck,2025-06-07T19:47:24+00:00,2025-06-08T03:00:24+00:00
INC-20251105-073518,STA-066,Primary Engine,2025-11-05T13:47:32+00:00,2025-11-05T16:10:32+00:00
INC-20251105-073518,STA-033,Battalion Chief,2025-11-05T13:47:32+00:00,2025-11-05T16:42:32+00:00
INC-20251105-073518,STA-036,Battalion Chief,2025-11-05T13:45:32+00:00,2025-11-05T16:09:32+00:00
INC-20241128-073519,STA-056,Primary Engine,2024-11-28T09:35:39+00:00,2024-11-28T13:50:39+00:00
INC-20250121-073520,STA-002,Ladder Truck,2025-01-21T18:33:10+00:00,2025-01-21T20:16:10+00:00
INC-20250618-073521,STA-074,Water Tender,2025-06-18T13:23:02+00:00,2025-06-18T21:38:02+00:00
INC-20250618-073521,STA-002,Battalion Chief,2025-06-18T13:20:02+00:00,2025-06-18T22:17:02+00:00
INC-20250618-073521,STA-045,Water Tender,2025-06-18T13:21:02+00:00,2025-06-18T22:06:02+00:00
INC-20240106-073522,STA-028,Water Tender,2024-01-06T22:01:54+00:00,2024-01-07T04:52:54+00:00
INC-20240106-073522,STA-095,Water Tender,2024-01-06T22:00:54+00:00,2024-01-07T04:53:54+00:00
INC-20240106-073522,STA-053,Primary Engine,2024-01-06T22:00:54+00:00,2024-01-07T05:13:54+00:00
INC-20250105-073523,STA-001,Hazmat Unit,2025-01-05T11:01:44+00:00,2025-01-05T14:23:44+00:00
INC-20250105-073523,STA-045,Ladder Truck,2025-01-05T11:01:44+00:00,2025-01-05T14:45:44+00:00
INC-20250601-073524,STA-006,Primary Engine,2025-06-01T06:28:01+00:00,2025-06-01T10:24:01+00:00
INC-20250601-073524,STA-016,Ladder Truck,2025-06-01T06:28:01+00:00,2025-06-01T10:34:01+00:00
INC-20241227-073525,STA-015,Primary Engine,2024-12-27T12:44:33+00:00,2024-12-27T19:35:33+00:00
INC-20241227-073525,STA-022,Rescue Squad,2024-12-27T12:40:33+00:00,2024-12-27T20:05:33+00:00
INC-20241219-073526,STA-027,Hazmat Unit,2024-12-19T13:51:45+00:00,2024-12-19T21:03:45+00:00
INC-20241219-073526,STA-003,Water Tender,2024-12-19T13:51:45+00:00,2024-12-19T20:59:45+00:00
INC-20250328-073527,STA-053,Water Tender,2025-03-28T15:50:48+00:00,2025-03-28T23:14:48+00:00
INC-20250328-073527,STA-004,Rescue Squad,2025-03-28T15:53:48+00:00,2025-03-28T23:26:48+00:00
INC-20250328-073527,STA-051,Battalion Chief,2025-03-28T15:53:48+00:00,2025-03-28T23:34:48+00:00
INC-20250519-073528,STA-013,Rescue Squad,2025-05-19T04:28:10+00:00,2025-05-19T10:50:10+00:00
INC-20250519-073528,STA-053,Primary Engine,2025-05-19T04:29:10+00:00,2025-05-19T10:42:10+00:00
INC-20250720-073529,STA-002,Ladder Truck,2025-07-20T07:57:47+00:00,2025-07-20T12:53:47+00:00
INC-20250720-073529,STA-090,Water Tender,2025-07-20T07:57:47+00:00,2025-07-20T12:54:47+00:00
INC-20250720-073529,STA-080,Water Tender,2025-07-20T07:58:47+00:00,2025-07-20T12:46:47+00:00
INC-20241229-073530,STA-055,Hazmat Unit,2024-12-29T04:17:52+00:00,2024-12-29T09:58:52+00:00
INC-20250802-073531,STA-039,Ladder Truck,2025-08-02T02:55:14+00:00,2025-08-02T10:28:14+00:00
INC-20250802-073531,STA-071,Ladder Truck,2025-08-02T02:57:14+00:00,2025-08-02T10:27:14+00:00
INC-20250802-073531,STA-059,Hazmat Unit,2025-08-02T02:59:14+00:00,2025-08-02T10:24:14+00:00
INC-20250228-073532,STA-034,Ladder Truck,2025-02-28T13:42:33+00:00,2025-02-28T20:07:33+00:00
INC-20250228-073532,STA-002,Hazmat Unit,2025-02-28T13:46:33+00:00,2025-02-28T20:03:33+00:00
INC-20250204-073533,STA-026,Water Tender,2025-02-04T00:27:11+00:00,2025-02-04T07:36:11+00:00
INC-20250204-073533,STA-064,Hazmat Unit,2025-02-04T00:28:11+00:00,2025-02-04T07:17:11+00:00
INC-20241223-073534,STA-090,Water Tender,2024-12-23T23:56:45+00:00,2024-12-24T07:43:45+00:00
INC-20241223-073534,STA-025,Primary Engine,2024-12-23T23:55:45+00:00,2024-12-24T07:51:45+00:00
INC-20241223-073534,STA-053,Primary Engine,2024-12-23T23:59:45+00:00,2024-12-24T07:40:45+00:00
INC-20241220-073535,STA-055,Primary Engine,2024-12-20T19:29:56+00:00,2024-12-20T23:41:56+00:00
INC-20250420-073536,STA-023,Ladder Truck,2025-04-20T02:06:35+00:00,2025-04-20T04:52:35+00:00
INC-20250420-073536,STA-069,Primary Engine,2025-04-20T02:06:35+00:00,2025-04-20T04:56:35+00:00
INC-20231218-073537,STA-097,Rescue Squad,2023-12-18T15:16:55+00:00,2023-12-18T17:31:55+00:00
INC-20231218-073537,STA-076,Water Tender,2023-12-18T15:16:55+00:00,2023-12-18T18:01:55+00:00
INC-20231218-073537,STA-083,Ladder Truck,2023-12-18T15:17:55+00:00,2023-12-18T17:40:55+00:00
INC-20250824-073538,STA-038,Ladder Truck,2025-08-24T02:25:32+00:00,2025-08-24T03:56:32+00:00
INC-20231223-073539,STA-016,Battalion Chief,2023-12-23T01:25:33+00:00,2023-12-23T05:53:33+00:00
INC-20231223-073539,STA-001,Hazmat Unit,2023-12-23T01:26:33+00:00,2023-12-23T05:50:33+00:00
INC-20250129-073540,STA-022,Primary Engine,2025-01-29T13:18:04+00:00,2025-01-29T17:39:04+00:00
INC-20250129-073540,STA-004,Hazmat Unit,2025-01-29T13:19:04+00:00,2025-01-29T17:20:04+00:00
INC-20250129-073540,STA-071,Battalion Chief,2025-01-29T13:20:04+00:00,2025-01-29T17:23:04+00:00
INC-20240507-073541,STA-065,Ladder Truck,2024-05-07T01:30:06+00:00,2024-05-07T09:51:06+00:00
INC-20240507-073541,STA-086,Water Tender,2024-05-07T01:26:06+00:00,2024-05-07T09:21:06+00:00
INC-20240507-073541,STA-050,Ladder Truck,2024-05-07T01:28:06+00:00,2024-05-07T09:50:06+00:00
INC-20230912-073542,STA-040,Primary Engine,2023-09-12T20:22:35+00:00,2023-09-13T05:02:35+00:00
INC-20230912-073542,STA-047,Ladder Truck,2023-09-12T20:26:35+00:00,2023-09-13T04:38:35+00:00
INC-20230912-073542,STA-024,Rescue Squad,2023-09-12T20:26:35+00:00,2023-09-13T04:51:35+00:00
INC-20251018-073543,STA-090,Primary Engine,2025-10-18T21:46:31+00:00,2025-10-19T05:55:31+00:00
INC-20251018-073543,STA-085,Ladder Truck,2025-10-18T21:50:31+00:00,2025-10-19T06:05:31+00:00
INC-20251018-073543,STA-089,Primary Engine,2025-10-18T21:47:31+00:00,2025-10-19T06:10:31+00:00
INC-20241223-073544,STA-012,Ladder Truck,2024-12-23T20:28:10+00:00,2024-12-24T04:31:10+00:00
INC-20240128-073545,STA-029,Hazmat Unit,2024-01-28T13:57:21+00:00,2024-01-28T19:38:21+00:00
INC-20240128-073545,STA-078,Hazmat Unit,2024-01-28T13:57:21+00:00,2024-01-28T19:36:21+00:00
INC-20240514-073546,STA-031,Primary Engine,2024-05-14T15:19:26+00:00,2024-05-14T18:13:26+00:00
INC-20241205-073547,STA-079,Rescue Squad,2024-12-05T21:58:16+00:00,2024-12-05T23:07:16+00:00
INC-20241205-073547,STA-059,Water Tender,2024-12-05T21:58:16+00:00,2024-12-05T23:09:16+00:00
INC-20241205-073547,STA-007,Ladder Truck,2024-12-05T21:57:16+00:00,2024-12-05T23:01:16+00:00
INC-20250610-073548,STA-040,Battalion Chief,2025-06-10T19:59:13+00:00,2025-06-10T21:10:13+00:00
INC-20250610-073548,STA-071,Hazmat Unit,2025-06-10T19:58:13+00:00,2025-06-10T20:56:13+00:00
INC-20250610-073548,STA-092,Hazmat Unit,2025-06-10T19:59:13+00:00,2025-06-10T21:07:13+00:00
INC-20250831-073549,STA-044,Hazmat Unit,2025-08-31T03:37:48+00:00,2025-08-31T09:06:48+00:00
INC-20250831-073549,STA-039,Water Tender,2025-08-31T03:36:48+00:00,2025-08-31T09:20:48+00:00
INC-20250831-073549,STA-011,Rescue Squad,2025-08-31T03:35:48+00:00,2025-08-31T09:02:48+00:00
INC-20250215-073550,STA-084,Water Tender,2025-02-15T13:50:39+00:00,2025-02-15T20:09:39+00:00
INC-20241122-073551,STA-058,Ladder Truck,2024-11-22T19:58:31+00:00,2024-11-23T00:30:31+00:00
INC-20241122-073551,STA-088,Battalion Chief,2024-11-22T20:01:31+00:00,2024-11-23T00:45:31+00:00
INC-20230512-073552,STA-042,Primary Engine,2023-05-12T03:14:49+00:00,2023-05-12T11:01:49+00:00
INC-20230512-073552,STA-009,Hazmat Unit,2023-05-12T03:14:49+00:00,2023-05-12T11:17:49+00:00
INC-20230512-073552,STA-072,Battalion Chief,2023-05-12T03:13:49+00:00,2023-05-12T11:23:49+00:00
INC-20241203-073553,STA-037,Battalion Chief,2024-12-03T06:33:15+00:00,2024-12-03T10:13:15+00:00
INC-20241203-073553,STA-045,Hazmat Unit,2024-12-03T06:32:15+00:00,2024-12-03T09:58:15+00:00
INC-20241203-073553,STA-052,Battalion Chief,2024-12-03T06:29:15+00:00,2024-12-03T10:13:15+00:00
INC-20241214-073554,STA-050,Battalion Chief,2024-12-14T03:22:06+00:00,2024-12-14T06:13:06+00:00
INC-20241214-073554,STA-025,Rescue Squad,2024-12-14T03:18:06+00:00,2024-12-14T06:07:06+00:00
INC-20241214-073554,STA-032,Rescue Squad,2024-12-14T03:22:06+00:00,2024-12-14T06:12:06+00:00
INC-20251005-073555,STA-075,Primary Engine,2025-10-05T03:50:01+00:00,2025-10-05T08:12:01+00:00
INC-20251005-073555,STA-021,Rescue Squad,2025-10-05T03:50:01+00:00,2025-10-05T08:41:01+00:00
INC-20250105-073556,STA-033,Water Tender,2025-01-05T01:25:42+00:00,2025-01-05T09:04:42+00:00
INC-20250105-073556,STA-087,Water Tender,2025-01-05T01:26:42+00:00,2025-01-05T09:20:42+00:00
INC-20250105-073556,STA-041,Rescue Squad,2025-01-05T01:26:42+00:00,2025-01-05T08:58:42+00:00
INC-20250604-073557,STA-074,Ladder Truck,2025-06-04T15:00:41+00:00,2025-06-04T18:06:41+00:00
INC-20250604-073557,STA-093,Ladder Truck,2025-06-04T15:03:41+00:00,2025-06-04T18:06:41+00:00
INC-20250604-073557,STA-091,Ladder Truck,2025-06-04T15:00:41+00:00,2025-06-04T17:38:41+00:00
INC-20250309-073558,STA-072,Primary Engine,2025-03-09T05:20:46+00:00,2025-03-09T13:51:46+00:00
INC-20250309-073558,STA-097,Battalion Chief,2025-03-09T05:20:46+00:00,2025-03-09T13:20:46+00:00
INC-20250716-073559,STA-070,Ladder Truck,2025-07-16T12:55:43+00:00,2025-07-16T17:34:43+00:00
INC-20250902-073560,STA-042,Primary Engine,2025-09-02T08:36:24+00:00,2025-09-02T11:01:24+00:00
INC-20231102-073561,STA-068,Primary Engine,2023-11-02T19:41:25+00:00,2023-11-03T02:46:25+00:00
INC-20231102-073561,STA-017,Battalion Chief,2023-11-02T19:44:25+00:00,2023-11-03T02:50:25+00:00
INC-20231102-073561,STA-041,Battalion Chief,2023-11-02T19:44:25+00:00,2023-11-03T03:25:25+00:00
INC-20240920-073562,STA-064,Primary Engine,2024-09-20T17:03:06+00:00,2024-09-21T00:17:06+00:00
INC-20240920-073562,STA-021,Rescue Squad,2024-09-20T17:05:06+00:00,2024-09-21T00:43:06+00:00
INC-20250327-073563,STA-028,Battalion Chief,2025-03-27T23:48:07+00:00,2025-03-28T04:44:07+00:00
INC-20250327-073563,STA-057,Primary Engine,2025-03-27T23:49:07+00:00,2025-03-28T05:01:07+00:00
INC-20250327-073563,STA-072,Rescue Squad,2025-03-27T23:49:07+00:00,2025-03-28T04:46:07+00:00
INC-20230102-073564,STA-027,Rescue Squad,2023-01-02T15:09:40+00:00,2023-01-02T17:48:40+00:00
INC-20230102-073564,STA-020,Battalion Chief,2023-01-02T15:05:40+00:00,2023-01-02T17:38:40+00:00
INC-20230102-073564,STA-058,Battalion Chief,2023-01-02T15:07:40+00:00,2023-01-02T17:47:40+00:00
INC-20250804-073565,STA-064,Hazmat Unit,2025-08-04T07:28:30+00:00,2025-08-04T14:05:30+00:00
INC-20250804-073565,STA-018,Hazmat Unit,2025-08-04T07:25:30+00:00,2025-08-04T14:09:30+00:00
INC-20251102-073566,STA-062,Ladder Truck,2025-11-02T02:41:47+00:00,2025-11-02T08:55:47+00:00
INC-20250531-073567,STA-036,Primary Engine,2025-05-31T05:10:53+00:00,2025-05-31T10:10:53+00:00
INC-20250828-073568,STA-092,Battalion Chief,2025-08-28T19:46:06+00:00,2025-08-28T21:56:06+00:00
INC-20250909-073569,STA-011,Rescue Squad,2025-09-09T03:53:25+00:00,2025-09-09T04:34:25+00:00
INC-20250205-073570,STA-033,Ladder Truck,2025-02-05T22:58:31+00:00,2025-02-06T04:27:31+00:00
INC-20250205-073570,STA-090,Ladder Truck,2025-02-05T22:59:31+00:00,2025-02-06T04:22:31+00:00
INC-20241229-073571,STA-089,Primary Engine,2024-12-29T04:50:44+00:00,2024-12-29T07:52:44+00:00
INC-20241229-073571,STA-087,Primary Engine,2024-12-29T04:54:44+00:00,2024-12-29T07:43:44+00:00
INC-20241229-073571,STA-049,Hazmat Unit,2024-12-29T04:54:44+00:00,2024-12-29T07:45:44+00:00
INC-20240914-073572,STA-003,Primary Engine,2024-09-14T20:00:12+00:00,2024-09-15T00:57:12+00:00
INC-20240930-073573,STA-039,Rescue Squad,2024-09-30T10:05:07+00:00,2024-09-30T15:08:07+00:00
INC-20240930-073573,STA-067,Hazmat Unit,2024-09-30T10:05:07+00:00,2024-09-30T14:47:07+00:00
INC-20250805-073574,STA-025,Rescue Squad,2025-08-05T08:32:39+00:00,2025-08-05T16:23:39+00:00
INC-20251117-073575,STA-059,Water Tender,2025-11-17T05:51:33+00:00,2025-11-17T09:29:33+00:00
INC-20250221-073576,STA-099,Primary Engine,2025-02-21T14:57:22+00:00,2025-02-21T18:33:22+00:00
INC-20250221-073576,STA-064,Water Tender,2025-02-21T14:58:22+00:00,2025-02-21T18:34:22+00:00
INC-20250221-073576,STA-054,Hazmat Unit,2025-02-21T14:57:22+00:00,2025-02-21T18:25:22+00:00
INC-20250418-073577,STA-026,Battalion Chief,2025-04-18T03:59:29+00:00,2025-04-18T05:21:29+00:00
INC-20250410-073578,STA-086,Ladder Truck,2025-04-10T17:19:59+00:00,2025-04-10T22:48:59+00:00
INC-20250410-073578,STA-061,Ladder Truck,2025-04-10T17:20:59+00:00,2025-04-10T22:42:59+00:00
INC-20250410-073578,STA-083,Water Tender,2025-04-10T17:19:59+00:00,2025-04-10T22:36:59+00:00
INC-20250804-073579,STA-072,Water Tender,2025-08-04T20:32:18+00:00,2025-08-05T00:53:18+00:00
INC-20241124-073580,STA-036,Hazmat Unit,2024-11-24T08:49:16+00:00,2024-11-24T11:50:16+00:00
INC-20241124-073580,STA-066,Battalion Chief,2024-11-24T08:50:16+00:00,2024-11-24T11:37:16+00:00
INC-20251030-073581,STA-063,Ladder Truck,2025-10-30T23:41:54+00:00,2025-10-31T02:24:54+00:00
INC-20251104-073582,STA-020,Primary Engine,2025-11-04T11:25:31+00:00,2025-11-04T13:50:31+00:00
INC-20251104-073582,STA-073,Hazmat Unit,2025-11-04T11:27:31+00:00,2025-11-04T14:04:31+00:00
INC-20241003-073583,STA-015,Rescue Squad,2024-10-03T21:44:36+00:00,2024-10-04T03:03:36+00:00
INC-20230916-073584,STA-017,Water Tender,2023-09-16T06:26:27+00:00,2023-09-16T08:56:27+00:00
INC-20230916-073584,STA-051,Hazmat Unit,2023-09-16T06:26:27+00:00,2023-09-16T09:16:27+00:00
INC-20250214-073585,STA-039,Primary Engine,2025-02-14T08:54:43+00:00,2025-02-14T16:18:43+00:00
INC-20250322-073586,STA-059,Hazmat Unit,2025-03-22T06:37:12+00:00,2025-03-22T09:40:12+00:00
INC-20241213-073587,STA-081,Primary Engine,2024-12-13T21:11:20+00:00,2024-12-14T00:16:20+00:00
INC-20250329-073588,STA-049,Primary Engine,2025-03-29T10:35:18+00:00,2025-03-29T14:35:18+00:00
INC-20250329-073588,STA-028,Primary Engine,2025-03-29T10:38:18+00:00,2025-03-29T14:14:18+00:00
INC-20250329-073588,STA-065,Hazmat Unit,2025-03-29T10:36:18+00:00,2025-03-29T14:38:18+00:00
INC-20241004-073589,STA-039,Battalion Chief,2024-10-04T20:13:45+00:00,2024-10-05T03:49:45+00:00
INC-20241004-073589,STA-034,Hazmat Unit,2024-10-04T20:09:45+00:00,2024-10-05T03:50:45+00:00
INC-20241004-073589,STA-063,Water Tender,2024-10-04T20:13:45+00:00,2024-10-05T03:37:45+00:00
INC-20250307-073590,STA-090,Hazmat Unit,2025-03-07T13:11:39+00:00,2025-03-07T18:14:39+00:00
INC-20241209-073591,STA-038,Water Tender,2024-12-09T13:05:13+00:00,2024-12-09T16:39:13+00:00
INC-20241209-073591,STA-085,Battalion Chief,2024-12-09T13:04:13+00:00,2024-12-09T16:38:13+00:00
INC-20241209-073591,STA-044,Hazmat Unit,2024-12-09T13:06:13+00:00,2024-12-09T16:40:13+00:00
INC-20250912-073592,STA-093,Ladder Truck,2025-09-12T21:40:39+00:00,2025-09-13T01:28:39+00:00
INC-20250912-073592,STA-069,Water Tender,2025-09-12T21:41:39+00:00,2025-09-13T00:52:39+00:00
INC-20241027-073593,STA-027,Rescue Squad,2024-10-28T00:07:32+00:00,2024-10-28T02:07:32+00:00
INC-20241027-073593,STA-018,Ladder Truck,2024-10-28T00:06:32+00:00,2024-10-28T02:05:32+00:00
INC-20241027-073593,STA-016,Hazmat Unit,2024-10-28T00:06:32+00:00,2024-10-28T02:06:32+00:00
INC-20250428-073594,STA-032,Water Tender,2025-04-28T10:57:19+00:00,2025-04-28T15:09:19+00:00
INC-20250428-073594,STA-066,Ladder Truck,2025-04-28T10:56:19+00:00,2025-04-28T14:55:19+00:00
INC-20250428-073594,STA-049,Battalion Chief,2025-04-28T10:57:19+00:00,2025-04-28T15:33:19+00:00
INC-20240804-073595,STA-090,Hazmat Unit,2024-08-04T16:45:57+00:00,2024-08-04T19:10:57+00:00
INC-20250910-073596,STA-044,Water Tender,2025-09-10T02:13:10+00:00,2025-09-10T03:58:10+00:00
INC-20241211-073597,STA-043,Battalion Chief,2024-12-11T01:50:55+00:00,2024-12-11T07:54:55+00:00
INC-20241211-073597,STA-010,Ladder Truck,2024-12-11T01:48:55+00:00,2024-12-11T07:56:55+00:00
INC-20250426-073598,STA-093,Ladder Truck,2025-04-26T05:58:55+00:00,2025-04-26T07:16:55+00:00
INC-20250426-073598,STA-076,Ladder Truck,2025-04-26T05:59:55+00:00,2025-04-26T07:22:55+00:00
INC-20250618-073599,STA-074,Ladder Truck,2025-06-18T23:34:28+00:00,2025-06-19T00:55:28+00:00
INC-20250618-073599,STA-054,Water Tender,2025-06-18T23:32:28+00:00,2025-06-19T00:53:28+00:00
INC-20250618-073599,STA-005,Primary Engine,2025-06-18T23:33:28+00:00,2025-06-19T01:04:28+00:00
INC-20250106-073600,STA-017,Rescue Squad,2025-01-06T05:10:07+00:00,2025-01-06T07:20:07+00:00
INC-20250106-073600,STA-035,Hazmat Unit,2025-01-06T05:10:07+00:00,2025-01-06T07:20:07+00:00
INC-20250111-073601,STA-064,Water Tender,2025-01-11T19:41:38+00:00,2025-01-12T03:11:38+00:00
INC-20250111-073601,STA-010,Ladder Truck,2025-01-11T19:41:38+00:00,2025-01-12T03:17:38+00:00
INC-20250601-073602,STA-020,Rescue Squad,2025-06-01T08:47:14+00:00,2025-06-01T13:56:14+00:00
INC-20250601-073602,STA-050,Primary Engine,2025-06-01T08:47:14+00:00,2025-06-01T14:15:14+00:00
INC-20250601-073602,STA-087,Battalion Chief,2025-06-01T08:49:14+00:00,2025-06-01T14:00:14+00:00
INC-20250119-073603,STA-063,Rescue Squad,2025-01-19T14:28:52+00:00,2025-01-19T17:43:52+00:00
INC-20250119-073603,STA-083,Water Tender,2025-01-19T14:29:52+00:00,2025-01-19T18:10:52+00:00
INC-20250822-073604,STA-016,Ladder Truck,2025-08-22T01:08:37+00:00,2025-08-22T03:22:37+00:00
INC-20230318-073605,STA-077,Ladder Truck,2023-03-18T09:59:57+00:00,2023-03-18T16:22:57+00:00
INC-20230318-073605,STA-095,Ladder Truck,2023-03-18T09:59:57+00:00,2023-03-18T16:40:57+00:00
INC-20230228-073606,STA-100,Primary Engine,2023-02-28T20:40:25+00:00,2023-02-28T23:22:25+00:00
INC-20251118-073607,STA-066,Rescue Squad,2025-11-18T08:32:46+00:00,2025-11-18T10:33:46+00:00
INC-20241216-073608,STA-073,Ladder Truck,2024-12-16T23:43:45+00:00,2024-12-17T03:59:45+00:00
INC-20250818-073609,STA-099,Rescue Squad,2025-08-18T20:20:28+00:00,2025-08-19T02:30:28+00:00
INC-20240505-073610,STA-029,Hazmat Unit,2024-05-05T13:23:36+00:00,2024-05-05T19:42:36+00:00
INC-20240507-073611,STA-086,Hazmat Unit,2024-05-07T08:01:47+00:00,2024-05-07T09:18:47+00:00
INC-20240507-073611,STA-062,Primary Engine,2024-05-07T07:58:47+00:00,2024-05-07T09:26:47+00:00
INC-20250320-073612,STA-054,Hazmat Unit,2025-03-20T17:47:17+00:00,2025-03-20T23:53:17+00:00
INC-20250320-073612,STA-033,Battalion Chief,2025-03-20T17:45:17+00:00,2025-03-20T23:26:17+00:00
INC-20240320-073613,STA-095,Rescue Squad,2024-03-20T01:33:44+00:00,2024-03-20T07:22:44+00:00
INC-20240320-073613,STA-072,Water Tender,2024-03-20T01:35:44+00:00,2024-03-20T07:37:44+00:00
INC-20240320-073613,STA-040,Battalion Chief,2024-03-20T01:34:44+00:00,2024-03-20T07:58:44+00:00
INC-20250125-073614,STA-041,Hazmat Unit,2025-01-25T11:28:07+00:00,2025-01-25T15:29:07+00:00
INC-20250125-073614,STA-012,Rescue Squad,2025-01-25T11:28:07+00:00,2025-01-25T16:06:07+00:00
INC-20240528-073615,STA-007,Rescue Squad,2024-05-28T09:48:46+00:00,2024-05-28T12:22:46+00:00
INC-20240528-073615,STA-093,Water Tender,2024-05-28T09:47:46+00:00,2024-05-28T12:13:46+00:00
INC-20240528-073615,STA-038,Battalion Chief,2024-05-28T09:45:46+00:00,2024-05-28T12:17:46+00:00
INC-20250618-073616,STA-031,Primary Engine,2025-06-18T22:16:15+00:00,2025-06-19T01:15:15+00:00
INC-20250618-073616,STA-021,Water Tender,2025-06-18T22:15:15+00:00,2025-06-19T00:55:15+00:00
INC-20250412-073617,STA-061,Rescue Squad,2025-04-12T07:13:35+00:00,2025-04-12T13:11:35+00:00
INC-20231123-073618,STA-033,Water Tender,2023-11-23T17:34:31+00:00,2023-11-23T21:35:31+00:00
INC-20250702-073619,STA-083,Rescue Squad,2025-07-02T00:42:17+00:00,2025-07-02T03:40:17+00:00
INC-20250923-073620,STA-033,Battalion Chief,2025-09-23T19:05:43+00:00,2025-09-24T03:23:43+00:00
INC-20250923-073620,STA-049,Ladder Truck,2025-09-23T19:02:43+00:00,2025-09-24T03:15:43+00:00
INC-20250923-073620,STA-030,Battalion Chief,2025-09-23T19:05:43+00:00,2025-09-24T03:24:43+00:00
INC-20251009-073621,STA-002,Primary Engine,2025-10-09T22:04:15+00:00,2025-10-09T23:55:15+00:00
INC-20251009-073621,STA-029,Primary Engine,2025-10-09T22:01:15+00:00,2025-10-10T00:12:15+00:00
INC-20251009-073621,STA-031,Ladder Truck,2025-10-09T22:05:15+00:00,2025-10-10T00:25:15+00:00
INC-20250226-073622,STA-099,Primary Engine,2025-02-26T16:15:41+00:00,2025-02-26T23:51:41+00:00
INC-20250226-073622,STA-073,Primary Engine,2025-02-26T16:14:41+00:00,2025-02-26T23:30:41+00:00
INC-20250226-073622,STA-045,Battalion Chief,2025-02-26T16:11:41+00:00,2025-02-26T23:31:41+00:00
INC-20250610-073623,STA-047,Battalion Chief,2025-06-10T15:29:49+00:00,2025-06-10T20:20:49+00:00
INC-20250526-073624,STA-061,Battalion Chief,2025-05-26T04:01:26+00:00,2025-05-26T11:31:26+00:00
INC-20250526-073624,STA-097,Hazmat Unit,2025-05-26T04:01:26+00:00,2025-05-26T11:38:26+00:00
INC-20241204-073625,STA-052,Battalion Chief,2024-12-04T17:51:02+00:00,2024-12-04T21:55:02+00:00
INC-20240419-073626,STA-058,Water Tender,2024-04-19T15:42:23+00:00,2024-04-19T23:32:23+00:00
INC-20240419-073626,STA-029,Primary Engine,2024-04-19T15:42:23+00:00,2024-04-19T23:10:23+00:00
INC-20240419-073626,STA-087,Hazmat Unit,2024-04-19T15:38:23+00:00,2024-04-19T23:41:23+00:00
INC-20240920-073627,STA-063,Water Tender,2024-09-20T15:47:10+00:00,2024-09-20T17:39:10+00:00
INC-20240920-073627,STA-069,Water Tender,2024-09-20T15:47:10+00:00,2024-09-20T17:58:10+00:00
INC-20240920-073627,STA-077,Battalion Chief,2024-09-20T15:49:10+00:00,2024-09-20T17:43:10+00:00
INC-20251027-073628,STA-047,Battalion Chief,2025-10-27T07:15:56+00:00,2025-10-27T13:22:56+00:00
INC-20251027-073628,STA-057,Primary Engine,2025-10-27T07:18:56+00:00,2025-10-27T12:47:56+00:00
INC-20251119-073629,STA-094,Water Tender,2025-11-19T05:31:47+00:00,2025-11-19T05:30:47+00:00
INC-20251119-073629,STA-008,Rescue Squad,2025-11-19T05:31:47+00:00,2025-11-19T05:45:47+00:00
INC-20251119-073629,STA-027,Ladder Truck,2025-11-19T05:27:47+00:00,2025-11-19T06:01:47+00:00
INC-20250617-073630,STA-018,Water Tender,2025-06-17T18:51:48+00:00,2025-06-18T02:18:48+00:00
INC-20250617-073630,STA-058,Water Tender,2025-06-17T18:49:48+00:00,2025-06-18T02:44:48+00:00
INC-20240512-073631,STA-036,Hazmat Unit,2024-05-12T11:06:38+00:00,2024-05-12T17:47:38+00:00
INC-20240512-073631,STA-066,Ladder Truck,2024-05-12T11:05:38+00:00,2024-05-12T18:21:38+00:00
INC-20240512-073631,STA-075,Battalion Chief,2024-05-12T11:05:38+00:00,2024-05-12T18:15:38+00:00
INC-20250821-073632,STA-063,Primary Engine,2025-08-21T10:16:51+00:00,2025-08-21T18:36:51+00:00
INC-20250821-073632,STA-042,Primary Engine,2025-08-21T10:19:51+00:00,2025-08-21T18:28:51+00:00
INC-20250821-073632,STA-031,Rescue Squad,2025-08-21T10:18:51+00:00,2025-08-21T18:29:51+00:00
INC-20241227-073633,STA-097,Primary Engine,2024-12-27T00:12:34+00:00,2024-12-27T02:17:34+00:00
INC-20241227-073633,STA-095,Battalion Chief,2024-12-27T00:11:34+00:00,2024-12-27T02:40:34+00:00
INC-20240725-073634,STA-007,Hazmat Unit,2024-07-25T08:34:18+00:00,2024-07-25T13:47:18+00:00
INC-20240725-073634,STA-005,Ladder Truck,2024-07-25T08:35:18+00:00,2024-07-25T14:04:18+00:00
INC-20240725-073634,STA-084,Rescue Squad,2024-07-25T08:33:18+00:00,2024-07-25T14:12:18+00:00
